tweet	1		"ciroc so perfect "
tweet	1		"6 bottles of wine 5 appetizers 4 hours of distill 3 bathroom breaks 2 bug bites 1 psych rotation 23nurse"
tweet	1		"ibuprofen water and a taco for after beer foods always idontfuckaround goodbye"
tweet	1		"bree is drunk i am drunk"
tweet	1		"so lets just stay in the moment smoke some weed drink some wine"
tweet	1		"“mention drinking a beer in the shower is the best damn thing ever ever ever ever drunk  ec ga” mention"
tweet	1		"beer clock bellsbrewery twohearted  red dove tavern url"
tweet	1		"drinking a shock top raspberry wheat by mention  rbi sports pub — url photo"
tweet	1		"bestbusker brews  victoire belgian beer bar url"
tweet	1		"drinking a highland lager by mention at rohrbachs — url"
tweet	1		"a little rampr  drinking a hop sun by mention  crowne plaza bar amp lounge — url"
tweet	1		"rochester day 10 seneca park zoo red robin shopping visit to eduardos work place beer and of course babynep"
tweet	1		"rum flights bestbusker  havana cabana w mention url"
tweet	1		"cheesecake and beer ❤️"
tweet	1		"drinking a scotch ale by mention  otb  rubinos sports bar — url"
tweet	1		"why yes i would like some fireball whiskey myfavorite "
tweet	1		"nicholascolilli mom gave me the key to the wine you know what that means"
tweet	1		"im tryna get drunk off some henny but nobody with it"
tweet	1		"mention yea ill be home by then im drinking my beer amp aint no one telling me shit lol"
tweet	1		"who needs quad party when were hardcore partying on this 7 hour bus ride lol"
tweet	1		"drinking the waldos special ale aka waldos 420 by mention  acme bar amp pizza — url"
tweet	1		"no  drinking a hebrew funky jewbelation 2014 by mention  macgregors grill amp tap room — url"
tweet	1		"wine reception   inn at the finger lakes url"
tweet	1		"yuproc happy hour  abilene bar amp lounge url"
tweet	1		"gatorade amp vodka dont mind if i do drinks with my love mention media"
tweet	1		"maricels trying to kill me by feeding me a shot thats 46 alcohol "
tweet	1		" nom nom  victoire belgian beer bar url"
tweet	1		"mention hey give the guy in 105 his own mic and give us beer 302"
tweet	1		"pouring myself a glass of wine and putting on a movie perfection ☺️"
tweet	1		"cramps beasties and bonzo goes to bitburgh beer  skylark lounge w 2 others url"
tweet	1		"getting drunk instead of studying again"
tweet	1		"drinking a hopslam 2014 by mention  dragon bar — url"
tweet	1		"im too turnt up its finna go down baby"
tweet	1		"mention  blame it on the alcohol lol but that video is great"
tweet	1		"mention i dont do much light liquor unless i gotta"
tweet	1		"pretty sure i just lost a 500 pair of earrings but im drunk so im gonna choose to not worry about it rn"
tweet	1		"hanging out and drinking beer with mention just like old times bestiesreunited beerup"
tweet	1		"i need my daily dose of beer this fine night "
tweet	1		"lights off wine poured hannibal on wrapyourwilly time is now"
tweet	1		"liquor dont even faze me like it used to thou"
tweet	1		"bar crawl fine  harrys w mention mention mention jensteverson beccacast url"
tweet	1		"im tipsy "
tweet	1		"a whisky toast irishmanwhisky media"
tweet	1		"just did a shot to mention for being my spirit guide love mention❤️"
tweet	1		"who says no to free beer"
tweet	1		"kmwx2 drunk dr webb and pitonzo"
tweet	1		"way too drunk  i need to stop"
tweet	1		"mention oo im drunk i can ramble like a champ"
tweet	1		"fotoprayers bluntsamplean"
tweet	1		"suthodyoung im just drinking a beer while her and leah watch god damn"
tweet	1		"i can see whyyoumad   woodys jerkwater pub url media"
tweet	1		"im at woodys jerkwater pub syracuse ny w 2 others url"
tweet	1		"late night drunk showers be the best lol"
tweet	1		"im getting drunk im not stressin no more"
tweet	1		"strugglebus is here  winton bar and grill url"
tweet	1		"started off lookin for a party amp ended up makin our own "
tweet	1		"drunk success"
tweet	1		"since im too drunk to look for other fursuitfriday pics im just going to fap to mention most recent pic "
tweet	1		"ciroc in my cup"
tweet	1		"already spilled alcohol on myself and its 913 am "
tweet	1		"mention jollyranchershots “mention when you drink alcohol media”"
tweet	1		"where my mind goes when im drunk i really just dont know "
tweet	1		"todays my sherry party"
tweet	1		"update everyone on 3rd floor shea is still asleep me and mention are 3 tequila shots deep springfling"
tweet	1		"still drunk "
tweet	1		"ms pub crawl  drinking a miller lite by mention at brickwoodgrill — url"
tweet	1		"beer run  victor brewing url"
tweet	1		"ms pub crawl  drinking a too kind by 3headsbrewing at ocallaghanpub — url"
tweet	1		"beersoftheworld beer more than 100 varieties of beers from across the world rochester newyork… url"
tweet	1		"scary  otb  rubinos sports bar w 2 others url"
tweet	1		"i take a nap in mentions bed and he wakes me up with a towel for a shower coffee and alcohol bestfriend sherryparty2014"
tweet	1		"and spark pie  drinking a budweiser black crown by mention  eye hub — url photo"
tweet	1		"wine tasting adventures in the finger lakes in ny  damiani wine cellars url"
tweet	1		"im at half pint pub rochester ny url"
tweet	1		"drinking a bud light by mention at mention — url"
tweet	1		"i love when my parents randomly find wine in the cabinet for me "
tweet	1		"can someone explain to me why im laying on bed alone drinking wine and watching the movie babe"
tweet	1		"beer and modern family with ma babe"
tweet	1		"drinking all the liquor i have in hopes of not remembering anything ✌️✌️"
tweet	1		"relaxing  drinking a delirium tremens by mention  angry goat pub — url photo"
tweet	1		"decent ipa those fries were way too spicy  drinking a rebel ipa by mention  good buddys pub — url"
tweet	1		"im a little too drunk way too early"
tweet	1		"solid very good ipa an upgrade fish n chips for the entree  drinking a two hearted ale  good buddys pub  url"
tweet	1		"drinking an east india pale ale ipa by brooklynbrewery  murphs irondequoit pub — url photo"
tweet	1		"dinner  beauvine chophouse amp wine bar  beauvine1 url media"
tweet	1		"been drunk for way too long considering its 930 on a saturday night "
tweet	1		"mention were drinking whiskey and watching game of thrones lol"
tweet	1		"im not hungry but all this food be in front of me and wine so ya know "
tweet	1		"the party has commenced ithaca ithacacollege cornell  moonshadow tavern  mooniesithaca url"
tweet	1		"not an official pin on the rcrevival map but im sipping a great sazerac roc has a lot to offer cocktail fans url"
