tweet	0		"latergram popping bottles yesterday for kristenhutchings amp mikes engagement   rochester new york url"
tweet	0		"mention cant wait to turn up tomorrow night "
tweet	0		"its beer somewhere"
tweet	0		"im at dinosaur barbque  dinosaurbq syracuse ny url"
tweet	0		"i should eat something but more than anything i just want a glass of wine but dont judge me"
tweet	0		"hot dogs and alcohol my sunday afternoon"
tweet	0		"mention mention mention im saying this because i had a ballin drunk dream"
tweet	0		"i hear the college boys playing beer pong outside"
tweet	0		"lots of yard work today clearing out the wild jungle thinking its about beer thirty"
tweet	0		"bittersweet  going away party for nick and colleen  the distillery url"
tweet	0		"just got banned on club penguin for using a terrible word uh oh"
tweet	0		"my mom is convinced that i am an alcoholic"
tweet	0		"getting drunk again tonight "
tweet	0		"dave i am on my way home to get fucked up"
tweet	0		"i need a beer"
tweet	0		"in need of bud and liquor"
tweet	0		"looking for your bitch bet she wont turn up"
tweet	0		"“drewmcbird who wants to party on the hill tonight and have a classic night”"
tweet	0		"all that money  wasted chivalry is overrated"
tweet	0		"fucked up"
tweet	0		"lol at molly and i walking home alone drunk"
tweet	0		"i got your four basic food groups beans bacon whiskey and lard atlantis hilarious nostalgia"
tweet	0		"colleen is a bad influence on me by bad i mean she makes me stay in and watch movies instead of getting hammered homebodies csilvss"
tweet	0		"holy fucking hangover"
tweet	0		"katiebaby box of tissues and lots of chocolate and wine wine will be needed"
tweet	0		"i wanna play kan jam and eat hot dogs and drink beer godblessamerica thankyousoldiers memorialday beermeblazer"
tweet	0		"my body hates me right now fuck liquor"
tweet	0		"i really be feeling like drinking a bottle everytime this shit happens"
tweet	0		"mention alright lets meet in front of our works and party whoever is working mention mention"
tweet	0		"mention yo i was so drunk last night went to sleep at 5 woke back up at 8 for workspiddackedd "
tweet	0		"got my country music and the grill now wheres the beer"
tweet	0		"thank god my hangover is gone "
tweet	0		"“mention when you leave a party and you’re still drunk url” hahaa"
tweet	0		"ready to get out of work pour a glass of wine and enjoy the food my parents are cooking out"
tweet	0		"i just wanna go to a park and eat sammiches and drink beer"
tweet	0		"mention corinne lets get drunk"
tweet	0		"mention i have every season drunk marathon when school starts"
tweet	0		"cant sleep i just wanna party again"
tweet	0		"passed out drunk at 930 and ive been up since roughly 230 am so im looking forward to a great sleep schedule this week"
tweet	0		"i was really drunk last night  riding down corning listening to sad songs"
tweet	0		"wow my parents piss me off like you dont go in my car and touch my shit and you sure as hell dont go in there and take my alcohol"
tweet	0		"holy hell i drank for every veteran ever yesterday my hangover today should have its own memorial"
tweet	0		"cant believe its been six years already feels like just yesterday we were traveling the country playin shows and gettin hammered jaycw"
tweet	0		"mention turn up tuesday "
tweet	0		"rtmention people really leave their house with there weave all fucked up"
tweet	0		"sassyrozay mention get it poppin  i would bring a bottle lol im working on it  i dont have any friends "
tweet	0		"papiichulo mention  lemme just wait and ask again around 1 when yall are drunk"
tweet	0		" iwnaa gt drunk w malaysia "
tweet	0		"throwback to when me and b got drunk off 4 lokos last night"
tweet	0		"so 3 of us are getting 120 brooklyn summers for this weekendthats a lot if booze"
tweet	0		"fucked up day something still feels off"
tweet	0		"“ltsagirlthings that awkward moment when your crush is absent from school and you wasted a really cute outfit”"
tweet	0		"6 days left of antibiotics and 8 days until i can chug 2 beers and be drunk booyah"
tweet	0		"am i an alcoholic because i drink every night even though i dont want to technically yes"
tweet	0		"i need drugs and alcohol before i blow my brains out"
tweet	0		"attention no mention no wine tour dammit that is all topdog"
tweet	0		"morgannxo okay sounds good and seriously haha my sleep schedule is so shot"
tweet	0		"i dont think anyone hates me more in this world when im drunk than christy does thats for sure lmao"
tweet	0		"you aint a friend of me  i sip that hennessy"
tweet	0		"champagne 6s  ltltltlt"
tweet	0		"if i have to have dinner with my sisterinlaw im gonna walk my happy ass to the liquor store after work and get the biggest bottle of wine"
tweet	0		"its 3 oclock and i still feel like im drunk"
tweet	0		"i guess jills hot friend isnt gonna follow me back fucked up"
tweet	0		"get drunk and be somebody"
tweet	0		"anna w and i are meeting here  7 for dinnerampbeer other fnsa folks join us then or after url"
tweet	0		"about to look so snazzy for this wine tour saturday"
tweet	0		"a winner woulda had that killer instinct to take the last shot kobe woulda mj woulda wade woulda but bron wanna kick the shit to a center"
tweet	0		"def getting shit faced tmrw night its much needed"
tweet	0		"mention love you halfsister youre the best ❤️ hope you have the greatest birthday ever the big 20 yall grow up so fast turn up"
tweet	0		"i hope them bitches did beat me up because if i wouldve beat they ass while i was drunk as a bitch that wouldve been crazy"
tweet	0		"diceedagod boy after i got done fighting i saw you so you saying i wasnt drunk"
tweet	0		"first i had her in the 6 then we had her in the 6 uk i got another bar for you but lemme chill baby we dont want the devil in this bitch"
tweet	0		"time to head out for groc shopping backyard party this weekend requires some prep later tweeps poof"
tweet	0		"going to meet my dad at the bar before workthis should end well"
tweet	0		"bottle of fun mention mention twitterlessdavika media"
tweet	0		"perks of being 21 this summer i can finally drink at the corporate challenge and get drunk while i work at taste of syracuse"
tweet	0		"mention mention always losing my red lipstick on a whiskey glass "
tweet	0		"“mention why i didnt text you back ⚪ i was actually busy ⚪ im ignoring you  i was drunk as fuck”"
tweet	0		"tonights conference entertainment an electronic band plays jazz fusion and kraftwerk covers errmm no heading in ithaca for a beer"
tweet	0		"pat takes a pic of my bottle and posts it"
tweet	0		"“mattyb195 i guess vodka and shane are my only friends ” smd everyone"
tweet	0		"someone shot me before my math class tomorrow please amp thank you "
tweet	0		"cause im a hottie and this a party"
tweet	0		"mention not all of the belgian brew tour beers are available at mention yet any word on when theyll be available wob brewtour"
tweet	0		"late to the party"
tweet	0		"and ill screen shot and  you real savage shit"
tweet	0		"mention lol staawwpp i know i was fucked up but i remember you twerking by the pool"
tweet	0		"mention fl wineries add beer to lure more customers url roc here you go mention"
tweet	0		"i need more money so i can get tattoos and buy shoes and drink more booze"
tweet	0		"whats getting me through this friday knowing wine fancy cheese and a xmen marathon waits for me andacuteboy"
tweet	0		"i cant wait to drink endless amounts of wine tomorrow too excited"
tweet	0		"i call my dad and the first thing he says is i bought ya girls a bottle of gin for the weekend he knows us to well"
tweet	0		"i wish the drinking age was lowered so that i could drink alcohol in school without getting into troubles"
tweet	0		"im feelin some type of way the guy at the liquor store denied me  mf always sells me shit"
tweet	0		"mention thanks girl ill buy the bottle for u guys"
tweet	0		"who ready to turn the fuck up tonight boutta be a fuckin party yo"
tweet	0		"i love a girl that drink as much booze as me"
tweet	0		"mention no sir im going on a wine tour"
tweet	0		"i plan to be hammered within the next two hours"
tweet	0		"i wish every party was in walking distance so trying to find a ride wasnt an issue every night "
tweet	0		"the kid at the gas station goes  i think all of spencerport is getting drunk tonight thats how we do it boyys "
tweet	0		"papiichulo you got dusted hittin the bottle straight was impressive tho"
tweet	0		"bbrownss lmfao fuck im too drunk for this "
tweet	0		"im everyones alcohol bitch "
tweet	0		"mention it was splendid there were mad parties on the beach with people i didnt even know but they were so nice and i got free beer"
tweet	0		"get to work and this guys talking about how he was drunk and driving last night yup youre cool "
tweet	0		"i was so fuckin drunk last night"
tweet	0		"im such a nut job when im drunk like my apologies if i blew you up last night and was annoying"
tweet	0		"can we just talk about the fact that i lost my phone lastnight and was so drunk an hour later i had to sit down n my phone was where i sat"
