_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,q1answer,q2answer,q3answer,jurandir,q1answer_gold,q2answer_gold,q3answer_gold,tweet_url
1788929147,6/30/2018 00:52:51,false,3801226067,,6/30/2018 00:51:15,false,neodev,1.0,40039797,VEN,13,Agua Viva,181.208.115.44,no,,,,,,,https://twitter.com/BarryLHouser/status/975415867017256960
1788929147,6/30/2018 00:56:55,false,3801234711,,6/30/2018 00:51:21,false,neodev,1.0,43627365,VEN,13,Cabudare,200.8.207.226,yes,yes,yes,,,,,https://twitter.com/BarryLHouser/status/975415867017256960
1788929147,6/30/2018 00:57:52,false,3801236382,,6/30/2018 00:51:25,false,neodev,1.0,43567199,VEN,"","",190.74.26.206,yes,no,,,,,,https://twitter.com/BarryLHouser/status/975415867017256960
1788929148,6/30/2018 00:54:50,false,3801230228,,6/30/2018 00:52:21,false,elite,1.0,35271549,VNM,20,Ho Chi Minh City,183.80.20.102,yes,yes,yes,,,,,https://twitter.com/janefstokes/status/975369231486406657
1788929148,6/30/2018 00:57:21,false,3801235273,,6/30/2018 00:52:26,false,elite,1.0,43725714,VEN,13,Carora,186.91.219.189,yes,yes,no,,,,,https://twitter.com/janefstokes/status/975369231486406657
1788929148,6/30/2018 01:09:44,false,3801260091,,6/30/2018 01:02:10,false,elite,1.0,39404795,EGY,"","",41.237.23.53,yes,yes,no,,,,,https://twitter.com/janefstokes/status/975369231486406657
1788929149,6/30/2018 00:52:28,false,3801225329,,6/30/2018 00:49:46,false,elite,1.0,43667456,COL,02,Medellin,201.233.96.41,yes,yes,no,,,,,https://twitter.com/Lalapoutineirl/status/975333638639415296
1788929149,6/30/2018 01:26:07,false,3801291083,,6/30/2018 01:20:45,false,elite,1.0,44072396,VEN,13,Barquisimeto,190.142.60.44,yes,no,,,,,,https://twitter.com/Lalapoutineirl/status/975333638639415296
1788929149,6/30/2018 01:26:35,false,3801291933,,6/30/2018 01:20:21,false,clixsense,1.0,43726491,UKR,09,Khmelnitskiy,46.252.214.208,yes,yes,notsure,,,,,https://twitter.com/Lalapoutineirl/status/975333638639415296
1788929150,6/30/2018 00:54:01,false,3801228366,,6/30/2018 00:51:03,false,neodev,0.75,43700704,VEN,25,Caracas,186.167.245.141,no,,,,,,,https://twitter.com/liam_ward60/status/975091727651495936
1788929150,6/30/2018 01:05:07,false,3801250865,,6/30/2018 00:51:06,false,neodev,1.0,44113570,VEN,26,La Guaira,190.203.23.246,yes,no,,,,,,https://twitter.com/liam_ward60/status/975091727651495936
