username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Patricks1481;2018-03-30 17:15;1;1;"Come spend Easter at Patrick's 1481 Main Street, Downtown Sarasota Serving Brunch 11 AM - 3 PM and Dinner Noon to 10 PM #easter #eastermenu #patricks #sarasota #besteaster #eatout #srqfoodie #brunch #dinner #easterbrunch #easterdinner #easterweekend pic.twitter.com/XSdpeMujxF";;;#easter #eastermenu #patricks #sarasota #besteaster #eatout #srqfoodie #brunch #dinner #easterbrunch #easterdinner #easterweekend;"979769014858764288";https://twitter.com/Patricks1481/status/979769014858764288
Patricks1481;2018-03-30 14:30;1;0;"We'll be serving Brunch Easter Day as well as Easter Dinner. Come enjoy Easter in Historical Downtown Sarasota! . . . #brunch #easterbrunch #easter #family #dinner #easterdinner #patricks #sarasota #longboatkey #siestakey #lakewoodranch #bradenton #venice pic.twitter.com/1Ee5pvMf5A";;;#brunch #easterbrunch #easter #family #dinner #easterdinner #patricks #sarasota #longboatkey #siestakey #lakewoodranch #bradenton #venice;"979727528045764608";https://twitter.com/Patricks1481/status/979727528045764608
Ivan_Borges22;2018-03-30 10:03;0;0;"St. Patricks Day with my friends! #stpatricksday #saintpatricksday #st #saint #patricks #day … https://www. instagram.com/p/Bg8XwxDheyC/";;;#stpatricksday #saintpatricksday #st #saint #patricks #day;"979660253494169601";https://twitter.com/Ivan_Borges22/status/979660253494169601
jcosta999;2018-03-30 00:33;0;0;"#End with #St . #Patricks #Day because it's #white #pride pic.twitter.com/qsX95QQ3GY";;;#End #St #Patricks #Day #white #pride;"979516862521364480";https://twitter.com/jcosta999/status/979516862521364480
australiaanglr;2018-03-28 09:40;0;0;"#PowerCor faces class action over St #Patricks Day #fires http:// bit.ly/2pKvm0k pic.twitter.com/GIh1PTguRi";;;#PowerCor #Patricks #fires;"978929697781403648";https://twitter.com/australiaanglr/status/978929697781403648
hub4offers;2018-03-27 16:33;0;0;"St #Patricks Day Shirt How To Speak Irish Clover Funny Irish #T -shirt Ireland Tee http:// hub4offers.com/ebay/ pic.twitter.com/q6ltjPGodI";;;#Patricks #T;"978671410963922944";https://twitter.com/hub4offers/status/978671410963922944
Patricks1481;2018-03-27 14:03;1;0;"Fresh, juicy, smokey, spicy, blackened mahi mahi sandwich. Delicious! . . . . #freshfish #bestbar #bestrestaurant #downtown #Sarasota #patricks #srqfood #delish #sogood #goodtimes #outdoorpatio #patio #visitsarasota pic.twitter.com/St9BJY7yde";;;#freshfish #bestbar #bestrestaurant #downtown #Sarasota #patricks #srqfood #delish #sogood #goodtimes #outdoorpatio #patio #visitsarasota;"978633488508301313";https://twitter.com/Patricks1481/status/978633488508301313
phanduyson;2018-03-27 12:17;0;0;"GAUTHIER ST PATRICKS DAY TEAM https:// goo.gl/9kQBuF #gauthier #patricks #team #TuesdayThoughts pic.twitter.com/EwgmmnWj93";;;#gauthier #patricks #team #TuesdayThoughts;"978606940002701313";https://twitter.com/phanduyson/status/978606940002701313
SrqDowntown;2018-03-26 16:05;0;3;"Put down your apron and come Celebrate Easter at Patrick's 1481, Downtown Sarasota. A Sarasota Tradition! Patrick's 1481 Main Street, downtown Sarasota (941) 955-1481 #Easter #family #celebrate #spring #Patricks #downtown #Sarasota #restaurant #delish #food #patio #fullbar pic.twitter.com/hjPj25UCA6";;;#Easter #family #celebrate #spring #Patricks #downtown #Sarasota #restaurant #delish #food #patio #fullbar;"978301863031463937";https://twitter.com/SrqDowntown/status/978301863031463937
Patricks1481;2018-03-26 16:05;0;0;"Put down your apron and come Celebrate Easter at Patrick's 1481, Downtown Sarasota. A Sarasota Tradition! Patrick's 1481 Main Street, downtown Sarasota (941) 955-1481 #Easter #family #celebrate #spring #Patricks #downtown #Sarasota #restaurant #delish #food #patio #fullbar pic.twitter.com/H45jqZDQK2";;;#Easter #family #celebrate #spring #Patricks #downtown #Sarasota #restaurant #delish #food #patio #fullbar;"978301862079352833";https://twitter.com/Patricks1481/status/978301862079352833
