username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
kbudb8;2018-03-30 15:01;0;0;"#flashbackfriday to a few weeks ago #fbf #squad #squadgoals #savannah #saintpatricksday … https://www. instagram.com/p/Bg853NaBpQO/";;;#flashbackfriday #fbf #squad #squadgoals #savannah #saintpatricksday;"979735440147337218";https://twitter.com/kbudb8/status/979735440147337218
Ivan_Borges22;2018-03-30 10:03;0;0;"St. Patricks Day with my friends! #stpatricksday #saintpatricksday #st #saint #patricks #day … https://www. instagram.com/p/Bg8XwxDheyC/";;;#stpatricksday #saintpatricksday #st #saint #patricks #day;"979660253494169601";https://twitter.com/Ivan_Borges22/status/979660253494169601
BeerBellyBand;2018-03-30 07:10;0;0;"Beer Belly - Paradise City-Irish version-origin by Guns'n Roses http:// goo.gl/VnxlpP?Pod2&1k 0RK … #music #bluegrass #irish #mp3 #utube #gunsnroses #irska #SaintPatricksDay #irishmusic #irskaglasba #glasba #music #ceili #jig #reel #dubliners #dublin #band #bands #laband #artists #guitar";;;#music #bluegrass #irish #mp3 #utube #gunsnroses #irska #SaintPatricksDay #irishmusic #irskaglasba #glasba #music #ceili #jig #reel #dubliners #dublin #band #bands #laband #artists #guitar;"979616952246206466";https://twitter.com/BeerBellyBand/status/979616952246206466
BeerBellyBand;2018-03-30 00:59;0;0;"Beer Belly - Paradise City-Irish version-origin by Guns'n Roses http:// goo.gl/VnxlpP?Pod2&rb dZ … #music #bluegrass #irish #mp3 #utube #gunsnroses #irska #SaintPatricksDay #irishmusic #irskaglasba #glasba #music #ceili #jig #reel #dubliners #dublin #band #bands #laband #artists #guitar";;;#music #bluegrass #irish #mp3 #utube #gunsnroses #irska #SaintPatricksDay #irishmusic #irskaglasba #glasba #music #ceili #jig #reel #dubliners #dublin #band #bands #laband #artists #guitar;"979523567195951104";https://twitter.com/BeerBellyBand/status/979523567195951104
FSNEyeCenter;2018-03-29 20:00;0;0;"#tbt to last Friday's #SaintPatricksDay PRK surgery where coincidentally half our patients had green eyes. In this video you Dr. Swale and his nurses preparing the eye for the laser. Intrigued? #MasterYourView by taking our 2 minute vision quiz today! http:// ow.ly/9lFD30jdF8p pic.twitter.com/DsQQi2Gkvj";;;#tbt #SaintPatricksDay #MasterYourView;"979448175881867265";https://twitter.com/FSNEyeCenter/status/979448175881867265
Mathildedsrt;2018-03-29 19:59;0;1;"History #love #brussels #grandeplace #night #saintpatricksday #green #photography #architecture … https://www. instagram.com/p/Bg63MVSDYdi/";;;#love #brussels #grandeplace #night #saintpatricksday #green #photography #architecture;"979447973695426560";https://twitter.com/Mathildedsrt/status/979447973695426560
laylla_melissa;2018-03-29 16:51;0;0;"Oi, "tutupom"? #backinblack #saintpatricksday em Back in Black https://www. instagram.com/p/Bg6htT_jk89/";;;#backinblack #saintpatricksday;"979400654669172736";https://twitter.com/laylla_melissa/status/979400654669172736
Harbor_Media_;2018-03-29 10:40;0;0;"#ThrowbackThursday to some great craic on #SaintPatricksDay with Katie McD and the Cross County Band at #CoffeehouseOffTheSquare ! Get more of this #tbt on the most recent 'Sup, right here, http:// ow.ly/kQMY30jcGGs http:// ow.ly/ZI8p30jcIpP";;;#ThrowbackThursday #SaintPatricksDay #CoffeehouseOffTheSquare #tbt;"979307197644640256";https://twitter.com/Harbor_Media_/status/979307197644640256
BeerBellyBand;2018-03-28 22:45;0;0;"Beer Belly - Paradise City-Irish version-origin by Guns'n Roses http:// goo.gl/VnxlpP?Pod2&Iw ZWo … #music #bluegrass #irish #mp3 #utube #gunsnroses #irska #SaintPatricksDay #irishmusic #irskaglasba #glasba #music #ceili #jig #reel #dubliners #dublin #band #bands #laband #artists #guitar";;;#music #bluegrass #irish #mp3 #utube #gunsnroses #irska #SaintPatricksDay #irishmusic #irskaglasba #glasba #music #ceili #jig #reel #dubliners #dublin #band #bands #laband #artists #guitar;"979127375723139072";https://twitter.com/BeerBellyBand/status/979127375723139072
BeerBellyBand;2018-03-28 22:04;1;0;"Beer Belly - Paradise City-Irish version-origin by Guns'n Roses http:// goo.gl/VnxlpP?Pod2&rn Ls … #music #bluegrass #irish #mp3 #utube #gunsnroses #irska #SaintPatricksDay #irishmusic #irskaglasba #glasba #music #ceili #jig #reel #dubliners #dublin #band #bands #laband #artists #guitar";;;#music #bluegrass #irish #mp3 #utube #gunsnroses #irska #SaintPatricksDay #irishmusic #irskaglasba #glasba #music #ceili #jig #reel #dubliners #dublin #band #bands #laband #artists #guitar;"979116928030658560";https://twitter.com/BeerBellyBand/status/979116928030658560
yanirapuy;2018-03-28 21:50;0;0;"Celebrating #saintpatricksday at the office plus some bdays!! #turner https://www. instagram.com/p/Bg4fH03nBIu/";;;#saintpatricksday #turner;"979113580476928000";https://twitter.com/yanirapuy/status/979113580476928000
STAT_STACKERS;2018-03-28 21:24;1;6;"Call me soft but I had tears when my daughter brought this home from school. #DaddysBabyGirl #saintpatricksday pic.twitter.com/Sy3Imp4L1J";;;#DaddysBabyGirl #saintpatricksday;"979106996757712896";https://twitter.com/STAT_STACKERS/status/979106996757712896
JDG1206;2018-03-28 19:54;0;1;"Late post; my girls on St. Patrick's Day! #saintpatricksday #MyGirls #daughters #girlygirls … https://www. instagram.com/p/Bg4R3RDgOlR/";;;#saintpatricksday #MyGirls #daughters #girlygirls;"979084372216250368";https://twitter.com/JDG1206/status/979084372216250368
EllyLonon;2018-03-28 13:15;0;0;""I have two words for you, Alex: Goat. Yoga. IN THE COMFORT OF OUR OWN HOME." https://www. mcsweeneys.net/articles/norea sters-amongst-the-liberal-elite … #AmongstTheLiberalElite With inspiration from #betsydevos #noreaster #SaintPatricksDay #WomensHistoryMonth #dollythedolphin @goatsofanarchy @Emma4Change via @mcsweeneys";;@goatsofanarchy @Emma4Change @mcsweeneys;#AmongstTheLiberalElite #betsydevos #noreaster #SaintPatricksDay #WomensHistoryMonth #dollythedolphin;"978983891385057280";https://twitter.com/EllyLonon/status/978983891385057280
TonyAttrino;2018-03-28 12:39;0;0;"Kelly Gomez, 16, of the #Ironbound has been missing since #saintpatricksday http://www. nj.com/essex/index.ss f/2018/03/girl_16_missing_from_ironbound_since_st_patricks_d.html#incart_2box_nj-homepage-featured …";;;#Ironbound #saintpatricksday #incart_2box_nj;"978974784376668166";https://twitter.com/TonyAttrino/status/978974784376668166
