username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
KastroDaOne;2018-03-30 21:57;0;0;"@parksmusic are you ever gonna tell us about that Saint Patrick's Day bar fight or nah? lol";;@parksmusic;;"979839991680589825";https://twitter.com/KastroDaOne/status/979839991680589825
NYCMayorsOffice;2018-03-30 21:57;3;8;"FDNY Lieutenant Michael R. Davidson's funeral was held at Saint Patrick's Cathedral after Lt. Davidson died in the line of duty last week responding to a fire in Harlem. pic.twitter.com/yDiObrzATN";;;;"979839940736503813";https://twitter.com/NYCMayorsOffice/status/979839940736503813
hdandmore;2018-03-30 21:38;0;0;"90% off Saint Patrick's Day and Valentine's Day items at Hobby Lobby! http:// holidaydealsandmore.com/90-off-saint-p atricks-day-and-valentines-day-items-at-hobby-lobby/ …";;;;"979835212396888064";https://twitter.com/hdandmore/status/979835212396888064
archterentius;2018-03-30 21:37;5;11;"More photos of Good Friday Way of the Cross: bottom on Kent Street moving from St Patrick’s Basilica to Supreme Court of Canada building, top the last two « stations » at Notre Dame Cathedral; images du Chemin de la Croix dans les rues d’Ottawa ce Vendredi saint pic.twitter.com/9prtc0bd9e";;;;"979835121242079233";https://twitter.com/archterentius/status/979835121242079233
DarkCloudBeing;2018-03-30 21:32;3;14;"In medieval Ireland, the saints took over the role of the Fianna as dragon-slayers. Saintly encounters with 'péist' (beasts) are common, and monsters are defeated in acts of tribulation, such as St Patrick's banishing of the serpents. pic.twitter.com/6drHnmnzjF";;;;"979833761541033986";https://twitter.com/DarkCloudBeing/status/979833761541033986
sourfrog13;2018-03-30 21:03;0;4;"Happy Saint Patrick's Day!! Pics are a little late but we got them… https://www. instagram.com/p/Bg9jZikFuFXE 4OwldbZGuYVLnDA6MZM4iHsTBs0/ …";;;;"979826578199736320";https://twitter.com/sourfrog13/status/979826578199736320
joshua_razey;2018-03-30 21:01;0;0;"BABY-ADIE's Live PS4 Broadcast WW2 saint Patrick's takeover #22: http:// youtu.be/v-ZbBjPtCI8?a via @YouTube";;@YouTube;#22;"979826004578521088";https://twitter.com/joshua_razey/status/979826004578521088
TheKingZuno;2018-03-30 20:59;0;0;"Saint Patrick's Cathedral #stpatrickscathedral #dublin #church #easter #saintpatrick #photo … https://www. instagram.com/p/Bg9i5YvHzX2/";;;#stpatrickscathedral #dublin #church #easter #saintpatrick #photo;"979825480403533824";https://twitter.com/TheKingZuno/status/979825480403533824
CarlingtonChap;2018-03-30 20:54;1;1;"Thanks to all who came out to our festive Saint Patrick’s day brunch. Our next brunch is happening in April. Stay tuned for more details! pic.twitter.com/SgyCaTZ73I";;;;"979824103203975168";https://twitter.com/CarlingtonChap/status/979824103203975168
Bnbeq;2018-03-30 20:34;0;0;"Repost from annegittinsphotography of #teambelle Olivia Sweetnam with her Saint Patrick's day… https://www. instagram.com/p/Bg9gDiZHdLT/";;;#teambelle;"979819267314143232";https://twitter.com/Bnbeq/status/979819267314143232
Spudacus12;2018-03-30 20:27;0;1;"Aaron McEneff doubled his account for the night with a gorgeous 2nd goal off a textbook counter-attack. A consolation from the visitors means, Full-Time result: Derry City 2-1 Saint Patrick's Athletic #SSEAirtricityLeague #GreatestLeagueInTheWorld https:// twitter.com/Spudacus12/sta tus/979791417559183360 …";;;#SSEAirtricityLeague #GreatestLeagueInTheWorld;"979817456523972610";https://twitter.com/Spudacus12/status/979817456523972610
MU_Intl;2018-03-30 20:14;0;0;"International student Nissi Susan John, pursuing her Masters in Data Science and Analytics at Maynooth University, describing her fun-filled and memorable Saint Patrick's Day http://www. i-studentglobal.com/student-blogs/ blogs/hello-patrick-day?showall=&start=1 …";;;;"979814231150297089";https://twitter.com/MU_Intl/status/979814231150297089
joshua_razey;2018-03-30 19:58;0;0;"BABY-ADIE's Live PS4 Broadcast WW2 saint Patrick's takeover #22: http:// youtu.be/U8WvU-IGN2E?a via @YouTube";;@YouTube;#22;"979810160892874752";https://twitter.com/joshua_razey/status/979810160892874752
hamham_bam24;2018-03-30 18:50;0;0;"Just some Saint Patrick’s day airsoft! pic.twitter.com/msiMSnb12O";;;;"979793086510485504";https://twitter.com/hamham_bam24/status/979793086510485504
Spudacus12;2018-03-30 18:44;0;0;"That was a sexy finish from Aaron McEneff. Derry City 1-0 Saint Patrick's Athletic #GreateatLeagueInTheWorld";;;#GreateatLeagueInTheWorld;"979791417559183360";https://twitter.com/Spudacus12/status/979791417559183360
archterentius;2018-03-30 18:40;3;12;"Quelques images du Chemin de La Croix dans les rues d’Ottawa ce Vendredi saint : some photos from today’s Communion & Liberation-sponsored Way of the Cross: (at top): choir at St Patrick’s Basilica, the Nuncio at Notre Dame Cathedral; below on Parliament Hill before Peace Tower pic.twitter.com/EIMmjfuBgf";;;;"979790502814986241";https://twitter.com/archterentius/status/979790502814986241
NadiaCarly;2018-03-30 18:17;0;3;"Saint Patrick’s Day antics #Belfast #Ireland #Irish pic.twitter.com/XKwhlkQjrW";;;#Belfast #Ireland #Irish;"979784741300957184";https://twitter.com/NadiaCarly/status/979784741300957184
Rarities_Vault;2018-03-30 17:44;0;0;"Go Green For Saint Patrick's Day CAC Approved! - http:// mailchi.mp/55fac159e769/f ranky-friday-special-433359 …";;;;"979776427280257024";https://twitter.com/Rarities_Vault/status/979776427280257024
dilishi;2018-03-30 17:30;0;0;"Today’s the last day to get irish mint, so be sure stop in to get your fix before next Saint Patrick’s Day! pic.twitter.com/4iHrrjzNzR";;;;"979772773768880128";https://twitter.com/dilishi/status/979772773768880128
HealingCre8ions;2018-03-30 17:14;0;0;"If you're in Dublin this weekend, why not pop into Saint Patrick's Hospital, Dublin 8 where you can view my latest Mandala Exhibition. All are welcome, the exhibition is just past the lobby/shop. Opening hours between 9am -8pm #DublinWhatson #WhatsOnDub … https:// ift.tt/2GltFBF pic.twitter.com/pZGMiqFkUx";;;#DublinWhatson #WhatsOnDub;"979768878627684352";https://twitter.com/HealingCre8ions/status/979768878627684352
HealingCre8ions;2018-03-30 17:01;1;2;"If you're in Dublin this weekend, why not pop into Saint Patrick's Hospital, Dublin 8 where you can view my latest Mandala Exhibition. All are welcome, the exhibition is just past the lobby/shop. Opening hours between 9am -8pm #DublinWhatson #WhatsOnDublin #LovinDublin #Dublin pic.twitter.com/RuDxpAtblV";;;#DublinWhatson #WhatsOnDublin #LovinDublin #Dublin;"979765512824590338";https://twitter.com/HealingCre8ions/status/979765512824590338
SteppinOutRadio;2018-03-30 16:59;0;0;"From an early age Kate thought being an alcoholic and junkie were cool. Her first drink was at a Saint Patrick's Day family gathering at the age of 13 or 14. By 16, Kate started snorting and smoking heroin and fell in lov http:// rviv.ly/3XJvL #CrisisNextDoor #sober #addiction";;;#CrisisNextDoor #sober #addiction;"979764974305263617";https://twitter.com/SteppinOutRadio/status/979764974305263617
bangbing_b8;2018-03-30 16:26;0;1;"When I'm dead, please celebrate my death like Saint Patrick's , shitfaced and booze everywhere";;;;"979756777519525888";https://twitter.com/bangbing_b8/status/979756777519525888
TheOinkster;2018-03-30 16:23;1;2;"Tomorrow is your final shot at our beloved March Burger & Shake Of The Month. The Saint Patrick’s Burger: Ground Corned Beef Brisket Patty topped with a Fried Potato and Cabbage Bubble n Squeak Round, Oinkster Horseradish Mustard & Pickles on a Potato Bun! pic.twitter.com/fw0qGV7TU0";;;;"979755990240215040";https://twitter.com/TheOinkster/status/979755990240215040
kemmeth71;2018-03-30 15:31;0;0;"Birch Wreath Natural Wreath Saint Patrick's Day Wreath Green Wreath Berry Wreath Canella Berry Wreath Wreath Indoor Wreath Wall Decor https:// etsy.me/2GlbJaj via @Etsy";;@Etsy;;"979742815868473344";https://twitter.com/kemmeth71/status/979742815868473344
jamesonwhiskey;2018-03-30 15:06;0;1;"Post Saint Patrick's Day left us feeling a little bit empty so we thought filling a glass with something new would do just the trick.";;;;"979736699545759744";https://twitter.com/jamesonwhiskey/status/979736699545759744
glen_kilcullen;2018-03-30 14:45;0;1;"@kevinmilesaway Kevin I was in The Banshee pub in Boston , USA , on Saint Patrick's day this year . Home of the Boston CSC . Celtic my heart and my soul was getting laldy . Great song and video . HH";;@kevinmilesaway;;"979731335886581761";https://twitter.com/glen_kilcullen/status/979731335886581761
