"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Answer.Q2Answer","Approve","Reject"
"386T3MLZLP71TJKO28Z63JHOROO08R","39I6UD9LVKG10T2Q4R9NFXAYZWCN6Z","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","alcohol","$0.01","Wed Feb 06 14:15:26 PST 2019","3","BatchId:3524454;OriginalHitTemplateId:928390828;","60","259200","Wed Feb 13 14:15:26 PST 2019","","","323Q6SJS8LSO6IY1YWHZ8NTGHYNHFT","A23WTODPHXZ68Y","Approved","Wed Feb 06 14:34:02 PST 2019","Wed Feb 06 14:34:17 PST 2019","Sat Feb 09 14:34:17 PST 2019","Wed Feb 06 16:03:12 PST 2019","","","15","100% (63/63)","100% (63/63)","100% (63/63)","https://twitter.com/amyLjuall/status/983317038767763456","y"
"386T3MLZLP71TJKO28Z63JHOROO08R","39I6UD9LVKG10T2Q4R9NFXAYZWCN6Z","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","alcohol","$0.01","Wed Feb 06 14:15:26 PST 2019","3","BatchId:3524454;OriginalHitTemplateId:928390828;","60","259200","Wed Feb 13 14:15:26 PST 2019","","","3NKQQ8O391HWDKQP7PT832FLZT8UDV","A25OEVVN0293PO","Approved","Wed Feb 06 14:32:36 PST 2019","Wed Feb 06 14:32:45 PST 2019","Sat Feb 09 14:32:45 PST 2019","Wed Feb 06 16:03:12 PST 2019","","","9","100% (75/75)","100% (75/75)","100% (75/75)","https://twitter.com/amyLjuall/status/983317038767763456","n"
"3D06DR5227VCFLKAOB6IX7UWKFPAMG","39I6UD9LVKG10T2Q4R9NFXAYZWCN6Z","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","alcohol","$0.01","Wed Feb 06 14:15:26 PST 2019","3","BatchId:3524454;OriginalHitTemplateId:928390828;","60","259200","Wed Feb 13 14:15:26 PST 2019","","","3CFJTT4SXW2BNKUFMV18K7HEJNSI7S","A23WTODPHXZ68Y","Approved","Wed Feb 06 14:52:23 PST 2019","Wed Feb 06 14:52:57 PST 2019","Sat Feb 09 14:52:57 PST 2019","Wed Feb 06 16:03:14 PST 2019","","","34","100% (63/63)","100% (63/63)","100% (63/63)","https://twitter.com/sithinsony/status/983449977799217152","y"
"3D06DR5227VCFLKAOB6IX7UWKFPAMG","39I6UD9LVKG10T2Q4R9NFXAYZWCN6Z","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","alcohol","$0.01","Wed Feb 06 14:15:26 PST 2019","3","BatchId:3524454;OriginalHitTemplateId:928390828;","60","259200","Wed Feb 13 14:15:26 PST 2019","","","3MYYFCXHJ6J08661U93YWJKOD85G49","A25OEVVN0293PO","Approved","Wed Feb 06 14:42:27 PST 2019","Wed Feb 06 14:42:36 PST 2019","Sat Feb 09 14:42:36 PST 2019","Wed Feb 06 16:03:15 PST 2019","","","9","100% (75/75)","100% (75/75)","100% (75/75)","https://twitter.com/sithinsony/status/983449977799217152","y"
"3UQ1LLR26CKS932POZ53XUF7KAZALE","39I6UD9LVKG10T2Q4R9NFXAYZWCN6Z","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","alcohol","$0.01","Wed Feb 06 14:15:26 PST 2019","3","BatchId:3524454;OriginalHitTemplateId:928390828;","60","259200","Wed Feb 13 14:15:26 PST 2019","","","3F6HPJW4JGCM2EHE50OSP79ENIR2WQ","A7204W9E8IR1R","Submitted","Wed Feb 06 14:20:46 PST 2019","Wed Feb 06 14:20:53 PST 2019","Sat Feb 09 14:20:53 PST 2019","","","","7","100% (38/38)","100% (38/38)","100% (38/38)","https://twitter.com/sithinsony/status/983452125618429952","y"
"3UQ1LLR26CKS932POZ53XUF7KAZALE","39I6UD9LVKG10T2Q4R9NFXAYZWCN6Z","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","alcohol","$0.01","Wed Feb 06 14:15:26 PST 2019","3","BatchId:3524454;OriginalHitTemplateId:928390828;","60","259200","Wed Feb 13 14:15:26 PST 2019","","","3FQ5JJ512O0RW0CQ2539TKIHB7NKNJ","A25OEVVN0293PO","Submitted","Wed Feb 06 14:53:49 PST 2019","Wed Feb 06 14:53:59 PST 2019","Sat Feb 09 14:53:59 PST 2019","","","","10","100% (75/75)","100% (75/75)","100% (75/75)","https://twitter.com/sithinsony/status/983452125618429952","y"
"3J94SKDEKK1C5L2GGMGY66RGJNWD5V","39I6UD9LVKG10T2Q4R9NFXAYZWCN6Z","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","alcohol","$0.01","Wed Feb 06 14:15:26 PST 2019","3","BatchId:3524454;OriginalHitTemplateId:928390828;","60","259200","Wed Feb 13 14:15:26 PST 2019","","","30H4UDGLT5UMP9O63WTHCMFG0ROMPR","A25OEVVN0293PO","Approved","Wed Feb 06 15:01:22 PST 2019","Wed Feb 06 15:01:47 PST 2019","Sat Feb 09 15:01:47 PST 2019","Wed Feb 06 16:03:23 PST 2019","","","25","100% (75/75)","100% (75/75)","100% (75/75)","https://twitter.com/LeroyBox/status/983498889859743744","y"
"3J94SKDEKK1C5L2GGMGY66RGJNWD5V","39I6UD9LVKG10T2Q4R9NFXAYZWCN6Z","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","alcohol","$0.01","Wed Feb 06 14:15:26 PST 2019","3","BatchId:3524454;OriginalHitTemplateId:928390828;","60","259200","Wed Feb 13 14:15:26 PST 2019","","","3C5W7UE9CI2RYIQXPN3Y6Z1J2QXXMQ","A23WTODPHXZ68Y","Approved","Wed Feb 06 15:02:00 PST 2019","Wed Feb 06 15:02:15 PST 2019","Sat Feb 09 15:02:15 PST 2019","Wed Feb 06 16:03:23 PST 2019","","","15","100% (63/63)","100% (63/63)","100% (63/63)","https://twitter.com/LeroyBox/status/983498889859743744","s"
"3UEBBGULPH0QOK6R8TJW2IMHUH5FUQ","39I6UD9LVKG10T2Q4R9NFXAYZWCN6Z","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","alcohol","$0.01","Wed Feb 06 14:15:26 PST 2019","3","BatchId:3524454;OriginalHitTemplateId:928390828;","60","259200","Wed Feb 13 14:15:26 PST 2019","","","39N5ACM9HHZ7IP5CENPC709W0SDP9R","A25OEVVN0293PO","Submitted","Wed Feb 06 14:55:46 PST 2019","Wed Feb 06 14:56:09 PST 2019","Sat Feb 09 14:56:09 PST 2019","","","","23","100% (75/75)","100% (75/75)","100% (75/75)","https://twitter.com/Freddie19534618/status/983549369180975104","n"
"3UEBBGULPH0QOK6R8TJW2IMHUH5FUQ","39I6UD9LVKG10T2Q4R9NFXAYZWCN6Z","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","alcohol","$0.01","Wed Feb 06 14:15:26 PST 2019","3","BatchId:3524454;OriginalHitTemplateId:928390828;","60","259200","Wed Feb 13 14:15:26 PST 2019","","","3EICBYG6478DUC9HVUUJCUOSXDVJCL","A7204W9E8IR1R","Submitted","Wed Feb 06 14:22:38 PST 2019","Wed Feb 06 14:22:46 PST 2019","Sat Feb 09 14:22:46 PST 2019","","","","8","100% (38/38)","100% (38/38)","100% (38/38)","https://twitter.com/Freddie19534618/status/983549369180975104","y"
