"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Answer.Q2Answer","Approve","Reject"
"3D3B8GE8946B4KWD3WD2GJYJZIRP9N","30MUBYSPBPHCNZ4ES3E2MCA2WNBKSF","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets","$0.01","Thu Feb 21 09:20:12 PST 2019","3","BatchId:3540441;OriginalHitTemplateId:920937340;","180","259200","Thu Feb 28 09:20:12 PST 2019","","","37UEWGM5HWNHDC7Q2E70VSC2VYV1RH","A2ZBYVQLDUZOV7","Submitted","Thu Feb 21 11:41:16 PST 2019","Thu Feb 21 11:41:24 PST 2019","Sun Feb 24 11:41:24 PST 2019","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/manwamgunge/status/943971655017226245","y"
"3D3B8GE8946B4KWD3WD2GJYJZIRP9N","30MUBYSPBPHCNZ4ES3E2MCA2WNBKSF","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets","$0.01","Thu Feb 21 09:20:12 PST 2019","3","BatchId:3540441;OriginalHitTemplateId:920937340;","180","259200","Thu Feb 28 09:20:12 PST 2019","","","3SKEMFQBZ6KD18EGBF7I9QDWEBK8KQ","A16X5FB3HAFCKN","Submitted","Thu Feb 21 09:57:45 PST 2019","Thu Feb 21 09:58:11 PST 2019","Sun Feb 24 09:58:11 PST 2019","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/manwamgunge/status/943971655017226245","y"
"3YLTXLH3DHL4JQEW181UT0W7IVZHP5","30MUBYSPBPHCNZ4ES3E2MCA2WNBKSF","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets","$0.01","Thu Feb 21 09:20:12 PST 2019","3","BatchId:3540441;OriginalHitTemplateId:920937340;","180","259200","Thu Feb 28 09:20:12 PST 2019","","","32UTUBMZ7JBAJH6ZDV5Z21EE2FCBVE","A16X5FB3HAFCKN","Submitted","Thu Feb 21 10:00:04 PST 2019","Thu Feb 21 10:00:25 PST 2019","Sun Feb 24 10:00:25 PST 2019","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/yuhastobejoking/status/944071207586025472","y"
"3YLTXLH3DHL4JQEW181UT0W7IVZHP5","30MUBYSPBPHCNZ4ES3E2MCA2WNBKSF","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets","$0.01","Thu Feb 21 09:20:12 PST 2019","3","BatchId:3540441;OriginalHitTemplateId:920937340;","180","259200","Thu Feb 28 09:20:12 PST 2019","","","3P1L2B7AD44R66JE3W8FLCGBIHFLOX","A2ZBYVQLDUZOV7","Submitted","Thu Feb 21 11:39:31 PST 2019","Thu Feb 21 11:39:38 PST 2019","Sun Feb 24 11:39:38 PST 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/yuhastobejoking/status/944071207586025472","y"
"3OZ4VAIBEZUDFG6IBKDEB514HB4JVX","30MUBYSPBPHCNZ4ES3E2MCA2WNBKSF","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets","$0.01","Thu Feb 21 09:20:12 PST 2019","3","BatchId:3540441;OriginalHitTemplateId:920937340;","180","259200","Thu Feb 28 09:20:12 PST 2019","","","38SKSKU7R4CHAK8B51VA1FKP67ULIE","A2RHLZO74ZXQV3","Submitted","Thu Feb 21 09:59:56 PST 2019","Thu Feb 21 10:00:06 PST 2019","Sun Feb 24 10:00:06 PST 2019","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/Smodlover/status/944085146835259393","y"
"3OZ4VAIBEZUDFG6IBKDEB514HB4JVX","30MUBYSPBPHCNZ4ES3E2MCA2WNBKSF","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets","$0.01","Thu Feb 21 09:20:12 PST 2019","3","BatchId:3540441;OriginalHitTemplateId:920937340;","180","259200","Thu Feb 28 09:20:12 PST 2019","","","3OS4RQUCRCULNKK9DG0VKFBSEMCFBK","A2ZBYVQLDUZOV7","Submitted","Thu Feb 21 11:46:41 PST 2019","Thu Feb 21 11:46:47 PST 2019","Sun Feb 24 11:46:47 PST 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/Smodlover/status/944085146835259393","y"
"3RWSQDNYLB18EHYWSFHPEL6Q0AZFF2","30MUBYSPBPHCNZ4ES3E2MCA2WNBKSF","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets","$0.01","Thu Feb 21 09:20:12 PST 2019","3","BatchId:3540441;OriginalHitTemplateId:920937340;","180","259200","Thu Feb 28 09:20:12 PST 2019","","","3NG53N1RLYYECZBWO7CQ57ZV8LRP89","A16X5FB3HAFCKN","Submitted","Thu Feb 21 10:06:54 PST 2019","Thu Feb 21 10:07:12 PST 2019","Sun Feb 24 10:07:12 PST 2019","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/ramsesvelad/status/944127813703163904","y"
"3RWSQDNYLB18EHYWSFHPEL6Q0AZFF2","30MUBYSPBPHCNZ4ES3E2MCA2WNBKSF","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets","$0.01","Thu Feb 21 09:20:12 PST 2019","3","BatchId:3540441;OriginalHitTemplateId:920937340;","180","259200","Thu Feb 28 09:20:12 PST 2019","","","3NQL1CS15UN6WPZANNJJACCFNPEVYZ","A2ZBYVQLDUZOV7","Submitted","Thu Feb 21 11:32:30 PST 2019","Thu Feb 21 11:32:36 PST 2019","Sun Feb 24 11:32:36 PST 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/ramsesvelad/status/944127813703163904","y"
"3K3IX1W4S86P936IV2R2CE93509PA2","30MUBYSPBPHCNZ4ES3E2MCA2WNBKSF","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets","$0.01","Thu Feb 21 09:20:13 PST 2019","3","BatchId:3540441;OriginalHitTemplateId:920937340;","180","259200","Thu Feb 28 09:20:13 PST 2019","","","36AHBNMV1URK28ZOW2JP4Q68NIEDYM","A2ZBYVQLDUZOV7","Submitted","Thu Feb 21 11:47:41 PST 2019","Thu Feb 21 11:47:53 PST 2019","Sun Feb 24 11:47:53 PST 2019","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/StonedY0uth/status/944157628820869120","n"
"3IZPORCT1HOPV3UBE05JYVWMJDNHRX","30MUBYSPBPHCNZ4ES3E2MCA2WNBKSF","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets","$0.01","Thu Feb 21 09:20:13 PST 2019","3","BatchId:3540441;OriginalHitTemplateId:920937340;","180","259200","Thu Feb 28 09:20:13 PST 2019","","","3QXNC7EIPLAB2NQMCE3EQ2TYKKH09O","A2ZBYVQLDUZOV7","Submitted","Thu Feb 21 11:34:12 PST 2019","Thu Feb 21 11:34:27 PST 2019","Sun Feb 24 11:34:27 PST 2019","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/rickfoltz/status/944205683230199808","n"
