"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Answer.Q2Answer","Approve","Reject"
"3WRAAIUSBLCVZ88RV015CGSCZWFAXW","3ADAE1FYCSW6IZPTUOGU860SPRPAEB","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","drunk","$0.01","Fri Feb 08 16:05:39 PST 2019","3","BatchId:3526743;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 13 16:05:39 PST 2019","","","336YQZE83YRPLAV0C0DHH7SGIHBM54","A31Z5TPD8QKE26","Submitted","Fri Feb 08 16:24:08 PST 2019","Fri Feb 08 16:24:13 PST 2019","Mon Feb 11 16:24:13 PST 2019","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/gee_emm_cee95x/status/990023703357460480","n"
"3WRAAIUSBLCVZ88RV015CGSCZWFAXW","3ADAE1FYCSW6IZPTUOGU860SPRPAEB","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","drunk","$0.01","Fri Feb 08 16:05:39 PST 2019","3","BatchId:3526743;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 13 16:05:39 PST 2019","","","3F6HPJW4JGDTRP6RYJH6SYRVWAI2WW","A1506T1PAYRT16","Submitted","Fri Feb 08 16:51:44 PST 2019","Fri Feb 08 16:51:53 PST 2019","Mon Feb 11 16:51:53 PST 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/gee_emm_cee95x/status/990023703357460480","n"
"3WRAAIUSBLCVZ88RV015CGSCZWFAXW","3ADAE1FYCSW6IZPTUOGU860SPRPAEB","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","drunk","$0.01","Fri Feb 08 16:05:39 PST 2019","3","BatchId:3526743;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 13 16:05:39 PST 2019","","","3NGI5ARFTWIWIVRU3T3XVL9UB6M1P2","A3O1I9MATO3ZZN","Submitted","Fri Feb 08 16:31:34 PST 2019","Fri Feb 08 16:31:41 PST 2019","Mon Feb 11 16:31:41 PST 2019","","","","7","100% (3/3)","100% (3/3)","100% (3/3)","https://twitter.com/gee_emm_cee95x/status/990023703357460480","s"
"3YGYP13643MIMVG4V50I94QOXMTNRX","3ADAE1FYCSW6IZPTUOGU860SPRPAEB","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","drunk","$0.01","Fri Feb 08 16:05:39 PST 2019","3","BatchId:3526743;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 13 16:05:39 PST 2019","","","36NEMU28XIQJYTAK810Q775T2FZMW7","A130P4M9JPT4YA","Submitted","Fri Feb 08 16:52:48 PST 2019","Fri Feb 08 16:52:57 PST 2019","Mon Feb 11 16:52:57 PST 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/aine_brazil/status/990025477690744832","n"
"3YGYP13643MIMVG4V50I94QOXMTNRX","3ADAE1FYCSW6IZPTUOGU860SPRPAEB","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","drunk","$0.01","Fri Feb 08 16:05:39 PST 2019","3","BatchId:3526743;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 13 16:05:39 PST 2019","","","3OB0CAO74K21VK49W5210ZIDW0MYHT","A3O1I9MATO3ZZN","Submitted","Fri Feb 08 16:34:16 PST 2019","Fri Feb 08 16:34:25 PST 2019","Mon Feb 11 16:34:25 PST 2019","","","","9","100% (3/3)","100% (3/3)","100% (3/3)","https://twitter.com/aine_brazil/status/990025477690744832","y"
"3YGYP13643MIMVG4V50I94QOXMTNRX","3ADAE1FYCSW6IZPTUOGU860SPRPAEB","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","drunk","$0.01","Fri Feb 08 16:05:39 PST 2019","3","BatchId:3526743;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 13 16:05:39 PST 2019","","","3R9WASFE22THMEN8X1GKBLF2MF6ZFG","A31Z5TPD8QKE26","Submitted","Fri Feb 08 16:23:03 PST 2019","Fri Feb 08 16:23:26 PST 2019","Mon Feb 11 16:23:26 PST 2019","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/aine_brazil/status/990025477690744832","n"
"35NNO802AX95TWDL5I69VCPXAQAINO","3ADAE1FYCSW6IZPTUOGU860SPRPAEB","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","drunk","$0.01","Fri Feb 08 16:05:39 PST 2019","3","BatchId:3526743;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 13 16:05:39 PST 2019","","","340UGXU9D1EPWCFORTMGCF398SRVUP","A2I8VBHRESMG9S","Submitted","Fri Feb 08 16:40:15 PST 2019","Fri Feb 08 16:40:20 PST 2019","Mon Feb 11 16:40:20 PST 2019","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/hezwin75/status/990044229358571520","y"
"35NNO802AX95TWDL5I69VCPXAQAINO","3ADAE1FYCSW6IZPTUOGU860SPRPAEB","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","drunk","$0.01","Fri Feb 08 16:05:39 PST 2019","3","BatchId:3526743;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 13 16:05:39 PST 2019","","","3JNQLM5FT7ZDGVUSU5A4JNAFY2TL2Z","A31Z5TPD8QKE26","Submitted","Fri Feb 08 16:21:46 PST 2019","Fri Feb 08 16:21:51 PST 2019","Mon Feb 11 16:21:51 PST 2019","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/hezwin75/status/990044229358571520","y"
"35NNO802AX95TWDL5I69VCPXAQAINO","3ADAE1FYCSW6IZPTUOGU860SPRPAEB","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","drunk","$0.01","Fri Feb 08 16:05:39 PST 2019","3","BatchId:3526743;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 13 16:05:39 PST 2019","","","3WI0P0II645BM3NLWERH1IAI1L5RD2","A3O1I9MATO3ZZN","Submitted","Fri Feb 08 16:19:15 PST 2019","Fri Feb 08 16:20:46 PST 2019","Mon Feb 11 16:20:46 PST 2019","","","","91","100% (3/3)","100% (3/3)","100% (3/3)","https://twitter.com/hezwin75/status/990044229358571520","y"
"3E9VAUV7BYRKZDY10WN7VUZL129AY2","3ADAE1FYCSW6IZPTUOGU860SPRPAEB","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","drunk","$0.01","Fri Feb 08 16:05:39 PST 2019","3","BatchId:3526743;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 13 16:05:39 PST 2019","","","3JJVG1YBEEAT2JR3LBN83RHM6I65BX","A31Z5TPD8QKE26","Submitted","Fri Feb 08 16:21:41 PST 2019","Fri Feb 08 16:21:46 PST 2019","Mon Feb 11 16:21:46 PST 2019","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/I_Adore_U99/status/990051588386574336","n"
