"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Answer.Q2Answer","Approve","Reject"
"3K2CEDRACDFM0BDM3VGYQXREHR8MTL","37084GQ5VGD87URD0O01EZMJPXC88N","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets,alcohol","$0.01","Wed Feb 13 12:48:53 PST 2019","3","BatchId:3531458;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 20 12:48:53 PST 2019","","","33TIN5LC07O6XXQGEU4UHC8XFQDY9A","A2GXHECU31O81V","Submitted","Wed Feb 13 13:27:57 PST 2019","Wed Feb 13 13:28:03 PST 2019","Sat Feb 16 13:28:03 PST 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/jojociita/status/45825961341616128","y"
"3K2CEDRACDFM0BDM3VGYQXREHR8MTL","37084GQ5VGD87URD0O01EZMJPXC88N","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets,alcohol","$0.01","Wed Feb 13 12:48:53 PST 2019","3","BatchId:3531458;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 20 12:48:53 PST 2019","","","3LOTDFNYAADB92MT2FMY6B9S7G4WFX","A3O1I9MATO3ZZN","Submitted","Wed Feb 13 13:19:16 PST 2019","Wed Feb 13 13:19:27 PST 2019","Sat Feb 16 13:19:27 PST 2019","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/jojociita/status/45825961341616128","n"
"3K2CEDRACDFM0BDM3VGYQXREHR8MTL","37084GQ5VGD87URD0O01EZMJPXC88N","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets,alcohol","$0.01","Wed Feb 13 12:48:53 PST 2019","3","BatchId:3531458;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 20 12:48:53 PST 2019","","","3RGU30DZTDMV9SEBH37WCBZT2L5MJX","A28I7Y2NPDZTIN","Submitted","Wed Feb 13 13:13:49 PST 2019","Wed Feb 13 13:13:53 PST 2019","Sat Feb 16 13:13:53 PST 2019","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/jojociita/status/45825961341616128","n"
"3O71U79SRD3LLB07EVB8GSVSF8UMSW","37084GQ5VGD87URD0O01EZMJPXC88N","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets,alcohol","$0.01","Wed Feb 13 12:48:53 PST 2019","3","BatchId:3531458;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 20 12:48:53 PST 2019","","","3B1NLC6UG2AR3TLN1DELW218FYZGPJ","A28I7Y2NPDZTIN","Submitted","Wed Feb 13 13:13:01 PST 2019","Wed Feb 13 13:13:15 PST 2019","Sat Feb 16 13:13:15 PST 2019","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/owentjoeng/status/51236077574422528","n"
"3O71U79SRD3LLB07EVB8GSVSF8UMSW","37084GQ5VGD87URD0O01EZMJPXC88N","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets,alcohol","$0.01","Wed Feb 13 12:48:53 PST 2019","3","BatchId:3531458;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 20 12:48:53 PST 2019","","","3LOZAJ85YGR6X8F7OP3DOBTA7EA2XH","A31Z5TPD8QKE26","Submitted","Wed Feb 13 13:28:08 PST 2019","Wed Feb 13 13:28:15 PST 2019","Sat Feb 16 13:28:15 PST 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/owentjoeng/status/51236077574422528","n"
"3O71U79SRD3LLB07EVB8GSVSF8UMSW","37084GQ5VGD87URD0O01EZMJPXC88N","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets,alcohol","$0.01","Wed Feb 13 12:48:53 PST 2019","3","BatchId:3531458;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 20 12:48:53 PST 2019","","","3TXWC2NHN2491BE7FOC5ZQKWY5ES9N","A3O1I9MATO3ZZN","Submitted","Wed Feb 13 13:21:01 PST 2019","Wed Feb 13 13:21:10 PST 2019","Sat Feb 16 13:21:10 PST 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/owentjoeng/status/51236077574422528","n"
"39RRBHZ0AWF1CAGUNF67ZHB8TG6ZVV","37084GQ5VGD87URD0O01EZMJPXC88N","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets,alcohol","$0.01","Wed Feb 13 12:48:53 PST 2019","3","BatchId:3531458;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 20 12:48:53 PST 2019","","","37ZHEEHM6Z013B5ZACDKDMLEBZP73W","A3O1I9MATO3ZZN","Submitted","Wed Feb 13 13:15:28 PST 2019","Wed Feb 13 13:15:41 PST 2019","Sat Feb 16 13:15:41 PST 2019","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/owentjoeng/status/56271014635638784","n"
"39RRBHZ0AWF1CAGUNF67ZHB8TG6ZVV","37084GQ5VGD87URD0O01EZMJPXC88N","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets,alcohol","$0.01","Wed Feb 13 12:48:53 PST 2019","3","BatchId:3531458;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 20 12:48:53 PST 2019","","","3DPNQGW4LOT3H7AYRGDBHDDOUO664M","A2GXHECU31O81V","Submitted","Wed Feb 13 13:26:32 PST 2019","Wed Feb 13 13:26:40 PST 2019","Sat Feb 16 13:26:40 PST 2019","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/owentjoeng/status/56271014635638784","n"
"39RRBHZ0AWF1CAGUNF67ZHB8TG6ZVV","37084GQ5VGD87URD0O01EZMJPXC88N","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets,alcohol","$0.01","Wed Feb 13 12:48:53 PST 2019","3","BatchId:3531458;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 20 12:48:53 PST 2019","","","3LQ8PUHQFO6DM3TU8O6J85CX8KFHI5","A1TTEPKV868Z50","Submitted","Wed Feb 13 13:09:39 PST 2019","Wed Feb 13 13:09:43 PST 2019","Sat Feb 16 13:09:43 PST 2019","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/owentjoeng/status/56271014635638784","n"
"3G3AJKPCXN62D7NA7X31CK2TA264YY","37084GQ5VGD87URD0O01EZMJPXC88N","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets,alcohol","$0.01","Wed Feb 13 12:48:53 PST 2019","3","BatchId:3531458;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 20 12:48:53 PST 2019","","","32M8BPYGAW0ZM7YJOIO1N50WTK9IGE","A2GXHECU31O81V","Submitted","Wed Feb 13 13:25:51 PST 2019","Wed Feb 13 13:26:04 PST 2019","Sat Feb 16 13:26:04 PST 2019","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/nevardart/status/300418193976066048","y"
"3G3AJKPCXN62D7NA7X31CK2TA264YY","37084GQ5VGD87URD0O01EZMJPXC88N","Judge if the tweet is related to alcohol consumption","Judge if the tweet is related to alcohol consumption","tweets,alcohol","$0.01","Wed Feb 13 12:48:53 PST 2019","3","BatchId:3531458;OriginalHitTemplateId:928390828;","180","259200","Wed Feb 20 12:48:53 PST 2019","","","3DQQ64TANJZN0FBNGII3I5NW9NYWP9","A31Z5TPD8QKE26","Submitted","Wed Feb 13 13:36:38 PST 2019","Wed Feb 13 13:36:45 PST 2019","Sat Feb 16 13:36:45 PST 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://twitter.com/nevardart/status/300418193976066048","y"
