username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Lil_Lioness;2018-07-21 18:31;0;0;"@ pattonoswalt 35% chance if I see you in public I'd KICK YOUR ASS.......Just say'in SEE? # imdrunk pic.twitter.com/iJ8RGhnAge";;@;#;"1020737991357038592";https://twitter.com/Lil_Lioness/status/1020737991357038592
amazingrace2195;2018-07-21 03:28;0;0;"@ akhil_mulpuru screw you ex boyfriend. # imdrunk https://twitter.com/RahulKSinha14/status/1020117867629555713 …";;@;#;"1020510831560347648";https://twitter.com/amazingrace2195/status/1020510831560347648
amazingrace2195;2018-07-21 03:17;0;0;"Girlllk preachhhh. # Imdrunk # RETWEEEThttps://twitter.com/jayyyhunyyy/status/1020067970104602626 …";;;# #;"1020508107074691077";https://twitter.com/amazingrace2195/status/1020508107074691077
MarlonMuses;2018-07-21 02:40;0;1;"Okay, so, I’m watching True Detective, I’m drunk, the room is pitch black, and I felt the urge to draw characters...Ladies and gentlemen...Mr. Matthew McConaughey. # TrueDetective # DetectiveRust # Drunk # Art # DrunkArt # DrunkArtOnInstagram # ImDrunk pic.twitter.com/L50GkYpgsx";;;# # # # # # #;"1020498736915648514";https://twitter.com/MarlonMuses/status/1020498736915648514
StephaanieJ;2018-07-20 09:00;0;0;"Just wondering how @ PeteBlackburn found Mamma MIA 2. # imdrunk";;@;#;"1020232038157189120";https://twitter.com/StephaanieJ/status/1020232038157189120
xo_misslia_xo;2018-07-20 04:30;0;1;"Going through my old mentions has me in such a mood. I miss everything and every feeling. Glow up my friends. Glow up and flourish. Sparkle like god damn stars. I love you. I want the world for you. # imdrunk";;;#;"1020163927466958848";https://twitter.com/xo_misslia_xo/status/1020163927466958848
MissLunaMiel;2018-07-19 05:35;0;6;"I wanna send naughty snaps to a girl and her send some to me and we both be naughty together # imdrunk";;;#;"1019818038760214528";https://twitter.com/MissLunaMiel/status/1019818038760214528
LyLyBoom_BGBMH;2018-07-18 21:36;0;0;"Shit So Lit It Got Me # InMyFeelings Lol # DoTheShiggy @ theshiggster @ Drake # ImDrunk Lol I Might Do It Again https://www.instagram.com/p/BlY2HN0H-LD/?utm_source=ig_twitter_share&igshid=14nc8qamnm5px …";;@ @;# # #;"1019697467690975232";https://twitter.com/LyLyBoom_BGBMH/status/1019697467690975232
EudyAbigail;2018-07-18 08:27;0;0;"I just wish I always knew nobody’s opinion of me matters except myself... would’ve saved me a lot of tears in middle school # sorry # imdrunk # thinkingaboutlife";;;# # #;"1019498883905277952";https://twitter.com/EudyAbigail/status/1019498883905277952
hilanater;2018-07-18 01:57;0;0;"It’s funny how I can get drunk off 3 glasses of wine but it takes a more than 3 vodka drinks to get there # ImDrunk";;;#;"1019400849498558464";https://twitter.com/hilanater/status/1019400849498558464
ukjake3;2018-07-18 00:31;0;1;"I be damn, sober enough to find this. This is the original contract, his new one is just an extension with a huge increase to this contract. As you can see, UK only pays $400k of it, the rest is broadcasting & endorsements, or speaking engagements & sponsorships. # imdrunk pic.twitter.com/YUkbuvRWbJ";;;#;"1019379177143881728";https://twitter.com/ukjake3/status/1019379177143881728
gabriellelee_xo;2018-07-17 06:44;0;1;"tonight i opened up about things i nevvverrrr talk about and YEEHAW i feel 75x better now that i finally did # imdrunk";;;#;"1019110577082458114";https://twitter.com/gabriellelee_xo/status/1019110577082458114
herrmaury;2018-07-17 05:39;0;0;"Wahnsinnig Mensch Nonsense Person Posted because of alcohol # crazy # bliss # liebe # heimatstadt # camo # glasses # imdrunk # shitposting @Durango City https://www.instagram.com/p/BlUkHmRnNTZ/?utm_source=ig_twitter_share&igshid=14w2vnlmnx1kr …";;@Durango;# # # # # # # #;"1019094149998530561";https://twitter.com/herrmaury/status/1019094149998530561
v2vpodcast;2018-07-17 01:13;0;1;"Yup check em I hit that target like a b8tch in heat! Fucking # tangodown # nonmymooses # imdrunk";;;# # #;"1019027395888599040";https://twitter.com/v2vpodcast/status/1019027395888599040
suupashley;2018-07-17 01:09;0;0;"Craving a large order of chili cheese fries # imdrunk # happyhour";;;# #;"1019026342451351552";https://twitter.com/suupashley/status/1019026342451351552
ojm226;2018-07-16 07:11;0;0;"**13th. bought it on fri. the 13th also-found this in mt right pcket which it’s usually in the left@ # imdrunk";;@;#;"1018755054457835520";https://twitter.com/ojm226/status/1018755054457835520
byRyguy;2018-07-16 04:17;0;1;"Just have your people take over... if you need more people I can lend you some... my people talking to your people talking to other people # imdrunk";;;#;"1018711142393434112";https://twitter.com/byRyguy/status/1018711142393434112
Creole_Gemini;2018-07-16 04:05;0;0;"And just like that # ImDrunk";;;#;"1018708227863834629";https://twitter.com/Creole_Gemini/status/1018708227863834629
gandrade1996;2018-07-16 01:30;0;0;"Friends come and go, but family no matter what will always be there! # imdrunk # tipsy # stillthecutestsibling https://www.instagram.com/p/BlRi6jwBDGjBvjZqHk1F823l8Pxv3fX188DvYo0/?utm_source=ig_twitter_share&igshid=iio0qmixr4lh …";;;# # #;"1018669085469507584";https://twitter.com/gandrade1996/status/1018669085469507584
tinnin_mckayla;2018-07-15 23:09;0;3;"Craig went into the store to grab a few things for dinner and I’m about to puke in the parking lot..... # imdrunk";;;#;"1018633711007350784";https://twitter.com/tinnin_mckayla/status/1018633711007350784
kitkatkait15;2018-07-15 08:09;0;0;"Y’all can arrest me ANY DAMN TIME! # OfficerBTS # OhGod # IgnoreMe # ImDrunk https://twitter.com/ji_min_ssi/status/1018387270074884096 …";;;# # # #;"1018407083681767424";https://twitter.com/kitkatkait15/status/1018407083681767424
lunaaJ7;2018-07-15 07:21;0;12;"I’m having the time of my fuckin life with all my closets friends and I absolute love it # Imdrunk lmfao!";;;#;"1018395148550582272";https://twitter.com/lunaaJ7/status/1018395148550582272
MorganAWebb;2018-07-15 05:40;0;1;"I thought this was going to be another pedophile wanting in lgbtq thing until I looked at your @blair. # imdrunk https://twitter.com/ablackishguy/status/1018367701687918592 …";;@blair;#;"1018369677070950400";https://twitter.com/MorganAWebb/status/1018369677070950400
NoahFTM_;2018-07-15 03:30;1;3;"@ thecatssmeowth is my bff & making me Mac n Cheese. Gotta love a good hero. All Hail BREE # imdrunk";;@;#;"1018336994248699905";https://twitter.com/NoahFTM_/status/1018336994248699905
areyoudetarted;2018-07-15 03:05;0;7;"Yoo catch me on the steve Wilkos show # Imdrunk # callback # freetrip # calibaby";;;# # # #;"1018330744513495043";https://twitter.com/areyoudetarted/status/1018330744513495043
KGsDaddy;2018-07-15 02:00;0;0;"When you go to a wedding and don’t got nice shoes... you wear chucks!!! # converse # lunarlon # imdrunk https://www.instagram.com/p/BlPBnMincTA/?utm_source=ig_twitter_share&igshid=rvhticcb10mb …";;;# # #;"1018314359888441345";https://twitter.com/KGsDaddy/status/1018314359888441345
Gotti_Almighty;2018-07-15 02:00;0;1;"i put a pizza in the oven n fell asleep damn.. # ImDrunk wtf.!";;;#;"1018314275377631232";https://twitter.com/Gotti_Almighty/status/1018314275377631232
__Vsteph__;2018-07-14 05:53;0;5;"I spent 120$ in beer tonight .. absolutely no fucks givin work hard play hard .. # gododgers # imdrunk # sitdown";;;# # #;"1018010520425648129";https://twitter.com/__Vsteph__/status/1018010520425648129
vpmckeev;2018-07-14 03:33;0;0;"Props for getting it up and running. Watching it now. But damn what else was I supposed to do while waiting except drink too much? # ImDrunk # SleepawayCampRules # TheresABoat @ Felissa_Rose";;@;# # #;"1017975384896430080";https://twitter.com/vpmckeev/status/1017975384896430080
mrsobamamart;2018-07-14 01:10;0;1;"I’m just sleepy # imdrunk # livepd # LivePDWatchPartypic.twitter.com/jBlfGAmTpc";;;# # #;"1017939420438245377";https://twitter.com/mrsobamamart/status/1017939420438245377
flemiemi;2018-07-14 00:12;0;1;"boys STAY fuckin me over # imdrunk";;;#;"1017924772272005120";https://twitter.com/flemiemi/status/1017924772272005120
huskyskill;2018-07-13 08:12;0;4;"Remember when flappy bird was a thing? # imdrunk";;;#;"1017683067392049153";https://twitter.com/huskyskill/status/1017683067392049153
NotClaytonOHara;2018-07-13 04:17;0;0;"It’s cool as fuck to be called a gentlemen by people who you refer to as gentlemen because it is your job # ImDrunk # BeHumble";;;# #;"1017624066788864001";https://twitter.com/NotClaytonOHara/status/1017624066788864001
Joerumph82;2018-07-11 20:45;1;7;"Beat Tunisia. Beat Panama. Beat Columbia. beat Sweden. Should have easily been world champs. Knock it off mun. My ass could beat them. And I got an extra hole in it now. # Imdrunk";;;#;"1017147878748381186";https://twitter.com/Joerumph82/status/1017147878748381186
blurrysmiles;2018-07-11 20:11;0;1;"A 6 hour drive, 3 glasses of wine and a busted knee from driving later and I'm very emotional over my little car. # figthecarthatcould # roadTrip # imdrunk";;;# # #;"1017139254441467904";https://twitter.com/blurrysmiles/status/1017139254441467904
kizakicosplay;2018-07-11 18:39;0;1;"Jack Rose Jack Rose Jack Rose # imdrunk";;;#;"1017116137954398208";https://twitter.com/kizakicosplay/status/1017116137954398208
sarawp_;2018-07-10 01:16;0;8;"I’m convinced there is an alternate universe where my pot of basil, blue catan road, and May birth control pack reside. Now it has my glasses # imdrunk # noimnot";;;# #;"1016491313615769600";https://twitter.com/sarawp_/status/1016491313615769600
feenixgavredux;2018-07-08 23:42;0;1;"Under Pence gnomes. # DontMindMe # ImDrunk # SFGiants";;;# # #;"1016105255212204039";https://twitter.com/feenixgavredux/status/1016105255212204039
MateoTodd;2018-07-08 10:21;0;0;"Ha. Literally me when I painted my middle floor beers black with a gel paint not because fuck the patriarchy. # imDrunk https://twitter.com/notrealchalamet/status/1015384458751508480 …";;;#;"1015903605059039232";https://twitter.com/MateoTodd/status/1015903605059039232
