username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Katiecoffman03;2018-07-22 04:56;1;0;"I’m not stuttering, your ears are hearing me wrong. # imnotdrunk";;;#;"1020895345428123649";https://twitter.com/Katiecoffman03/status/1020895345428123649
chaneleleven;2018-07-22 03:37;0;0;"Serious question, why does this Pokémon look like a seasame street character gone rogue? # ImNotDrunk # YoureDrunkpic.twitter.com/luejMIbYaR";;;# #;"1020875347913576448";https://twitter.com/chaneleleven/status/1020875347913576448
SonnyJayyy93;2018-07-22 02:40;0;2;"Correction: I just knocked over my replacement beer and the wet spot in my carpet is just growing lmaaaaooo # IMNOTDRUNK # ISWEAR # LivePDhttps://twitter.com/SonnyJayyy93/status/1020860729434484738 …";;;# # #;"1020861036507869184";https://twitter.com/SonnyJayyy93/status/1020861036507869184
steve_grone;2018-07-22 00:11;0;1;"Insert dead wife joke here. HaHa it's comedy # imnotdrunk";;;#;"1020823689699311616";https://twitter.com/steve_grone/status/1020823689699311616
EndlessMeghan;2018-07-16 07:05;0;0;"The Guinness Storehouse was actually really cool, there was a singing clam! # Guinness # dublin # imnotdrunk @Guinness Storehouse https://www.instagram.com/p/BlSJOUOBEca/?utm_source=ig_twitter_share&igshid=1fe20e8wpq661 …";;@Guinness;# # #;"1018753511599861760";https://twitter.com/EndlessMeghan/status/1018753511599861760
KatarinaEK89;2018-07-15 18:39;0;0;"What a great wine down weekend # flwinefestival # fingerlakes # winefestival # imnotdrunk # grapes # instalove @Finger Lakes Wine Festival https://www.instagram.com/p/BlQz8sHHwjS/?utm_source=ig_twitter_share&igshid=dhblxwagrbnf …";;@Finger;# # # # # #;"1018565793410420736";https://twitter.com/KatarinaEK89/status/1018565793410420736
ChankkSaotome;2018-07-14 06:18;0;0;"I literally read that as implying you were a small European nation state between Austria and Romania... # ImNotDrunk";;;#;"1018016950981570561";https://twitter.com/ChankkSaotome/status/1018016950981570561
BertFulks;2018-07-13 12:41;0;0;"Why do I follow @ OCEARCH # SharkTracker ? I love seeing life journeys that oddly mirror my own! I have no clue where I’m going tomorrow. # Adventure # Yinzer # ImNotDrunk pic.twitter.com/fFB8NGB6MB";;@;# # # #;"1017750965280223232";https://twitter.com/BertFulks/status/1017750965280223232
nikkigov;2018-07-12 15:03;1;0;"And this was before I drank it # winethursday # imnotdrunk # snapchat # craziness # wine # skinnywine https://www.instagram.com/p/BlIsq4LgJvD/?utm_source=ig_twitter_share&igshid=1rj6wn2xir8ng …";;;# # # # # #;"1017424170395635712";https://twitter.com/nikkigov/status/1017424170395635712
nettedaisy;2018-07-07 23:05;0;1;"Having a good playlist to smash to is a necessity in life. And not that love making bullshit...I need some trap something to bounce # ratchettweets # imnotdrunk";;;# #;"1015733641601679361";https://twitter.com/nettedaisy/status/1015733641601679361
