username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
o3jenness3o;2017-12-30 22:30;0;0;"Apparently I spent the year drinking various deliciousness lol # drank https://www.instagram.com/p/BdV9AcWltbl/";;;#;"947233565309206528";https://twitter.com/o3jenness3o/status/947233565309206528
ChristinBou;2017-12-30 21:59;0;3;"Ain't nothin' but a gangsta holiday # mimosa # holiday # Bye2017 # drank pic.twitter.com/tIWSZl15VF";;;# # # #;"947225578054316033";https://twitter.com/ChristinBou/status/947225578054316033
naabee_420;2017-12-30 18:03;0;0;". . 2017/12/24(sun) . Merry Christmas tiard . . # christmas # merry # Xmas # party # drank… https://www.instagram.com/p/BdVfO1DnJhU/";;;# # # # #;"947166331299876872";https://twitter.com/naabee_420/status/947166331299876872
MarkJPLigon;2017-12-30 10:03;0;0;"Well well look at this hmmm # whisky # bar # session # tondoboyexploring # one # drink # drank # drunk… https://www.instagram.com/p/BdUoOnTni7M/";;;# # # # # # # #;"947045364510707712";https://twitter.com/MarkJPLigon/status/947045364510707712
YanceyDerek;2017-12-30 06:44;0;0;"# soho # drink # drank # drunk @MacDinton's Irish Pub https://www.instagram.com/p/BdURgUPgu77/";;@MacDinton;# # # #;"946995405002346497";https://twitter.com/YanceyDerek/status/946995405002346497
HeraldHillbilly;2017-12-30 03:11;0;0;"# drink # drank # drunk @ donjulio1942 # hillbillyherald loves you! https://www.instagram.com/p/BdT5Br-HYGp/";;@;# # # #;"946941879937007616";https://twitter.com/HeraldHillbilly/status/946941879937007616
TRIPLE_D_ENTERT;2017-12-30 03:02;0;0;"# ARTIST PULL UP TONIGHT # TONIGHT WE GOIN IN PULL UP AT 2AM ITS FNL # ONYX AFTERHOURS # DRANK SUM TRIPLE D. ENT -... https://fb.me/9jBDGIg6S";;;# # # #;"946939399840952321";https://twitter.com/TRIPLE_D_ENTERT/status/946939399840952321
AlyRoseHakim;2017-12-30 00:18;0;0;"# Firstofall how does @ Starbucks give a # HappyBirthday free # drank that expired 2 days after mah # birfday???? # UmWhut # ItsStillDecemberTho # AWeekAndADayAgo # WhereDeyDoDatAtpic.twitter.com/MUwOT7ioQD";;@;# # # # # # # #;"946898285914132480";https://twitter.com/AlyRoseHakim/status/946898285914132480
t_e_wellstead;2017-12-29 22:46;0;1;"Not sure I’ll make it for the last big day of ski school # EuropeanWellstead # Drank pic.twitter.com/X66VVpOsDi";;;# #;"946875178243579904";https://twitter.com/t_e_wellstead/status/946875178243579904
yvahn;2017-12-29 22:03;0;0;"My happy place. # beach # cabo # book # drank # music @ME Cabo https://www.instagram.com/p/BdTV1i7AE8E/";;@ME;# # # # #;"946864184788246528";https://twitter.com/yvahn/status/946864184788246528
